student_id,gender,department,attendance,internal_marks,assignment_score,previous_cgpa,backlogs,study_hours,at_risk
S42565,Female,IT,86,62,77,7.19,0,6.8,0
S42566,Male,Computer,67,99,81,8.93,0,6.1,0
S42567,Male,Computer,79,55,95,7.37,0,5.2,0
S42568,Male,Computer,62,61,45,6.51,1,1.6,1
S42569,Male,IT,98,80,75,9.9,1,7.5,0
S42570,Female,AI,77,58,91,8.83,0,7.7,0
S42571,Female,AI,97,90,79,8.43,0,6.7,0
S42572,Male,AI,75,69,82,6.57,0,6.6,0
S42573,Male,IT,75,71,64,7.93,0,3.8,0
S42574,Female,AI,68,94,92,7.68,0,4.3,0
S42575,Female,IT,65,58,66,8.37,0,7.4,0
S42576,Male,AI,64,39,59,6.12,2,1.6,1
S42577,Female,Computer,56,62,57,5.66,1,1.8,1
S42578,Female,Computer,73,61,89,9.13,1,5.1,0
S42579,Male,AI,66,98,59,9.71,0,5.9,0
S42580,Female,AI,96,58,92,9.39,0,3.8,0
S42581,Female,IT,69,68,80,6.72,0,7.2,0
S42582,Female,AI,52,62,65,6.66,1,3.3,1
S42583,Female,AI,70,71,72,9.54,0,3.5,0
S42584,Female,IT,98,68,90,9.39,0,3.8,0
S42585,Female,IT,91,65,86,7.76,0,6.6,0
S42586,Female,AI,82,90,79,7.68,0,3.4,0
S42587,Male,AI,50,41,63,6.41,1,1.2,1
S42588,Female,IT,47,62,36,4.9,1,1.7,1
S42589,Male,IT,82,56,89,7.72,1,3.2,0
S42590,Male,IT,74,83,86,8.83,0,7.0,0
S42591,Female,IT,64,64,58,5.19,3,2.5,1
S42592,Female,Computer,97,81,66,8.94,0,7.0,0
S42593,Female,AI,90,96,62,6.57,0,7.3,0
S42594,Male,AI,87,82,67,7.78,0,7.3,0
S42595,Male,IT,93,71,78,7.15,1,5.6,0
S42596,Female,AI,94,56,75,9.38,0,5.3,0
S42597,Male,Computer,54,45,40,5.35,2,2.0,1
S42598,Female,Computer,75,59,98,8.32,0,4.8,0
S42599,Female,IT,82,56,61,9.41,0,5.6,0
S42600,Female,AI,59,51,46,5.58,1,3.4,1
S42601,Female,AI,99,91,79,8.01,0,7.4,0
S42602,Male,AI,77,75,57,8.51,0,4.4,0
S42603,Male,Computer,63,46,51,6.09,2,1.6,1
S42604,Female,AI,74,85,71,6.74,0,5.1,0
S42605,Female,Computer,77,57,70,7.59,0,6.0,0
S42606,Male,Computer,90,71,100,6.6,0,6.0,0
S42607,Female,Computer,96,62,89,8.28,0,7.7,0
S42608,Male,IT,93,87,92,6.77,0,5.4,0
S42609,Male,IT,86,84,69,9.39,0,3.3,0
S42610,Male,Computer,49,59,52,5.52,1,3.1,1
S42611,Male,AI,96,76,66,7.73,0,4.2,0
S42612,Female,Computer,63,42,63,6.16,2,2.5,1
S42613,Female,IT,83,59,99,6.73,0,3.6,0
S42614,Male,AI,59,63,46,5.01,2,1.6,1
S42615,Female,AI,78,93,59,7.68,0,4.9,0
S42616,Female,IT,83,57,72,8.03,1,3.2,0
S42617,Female,Computer,82,72,90,9.64,0,6.6,0
S42618,Male,Computer,82,67,100,9.45,0,3.7,0
S42619,Female,AI,72,95,100,8.08,1,7.7,0
S42620,Female,Computer,80,82,80,8.2,1,3.4,0
S42621,Female,AI,89,73,71,7.07,1,4.5,0
S42622,Female,Computer,85,100,92,8.01,0,5.4,0
S42623,Male,Computer,75,79,61,8.2,0,7.9,0
S42624,Male,AI,92,88,78,7.17,1,7.0,0
S42625,Female,Computer,77,78,56,9.3,1,6.9,0
S42626,Female,AI,87,100,70,6.84,0,5.2,0
S42627,Female,AI,81,94,55,7.6,0,3.5,0
S42628,Female,IT,76,89,93,8.3,0,5.0,0
S42629,Female,IT,69,57,90,7.33,0,5.2,0
S42630,Female,IT,73,81,56,8.31,0,6.7,0
S42631,Male,IT,74,56,58,6.99,0,6.2,0
S42632,Female,IT,69,94,69,9.14,1,7.6,0
S42633,Male,Computer,81,72,90,9.45,0,4.9,0
S42634,Female,IT,100,90,74,7.31,0,5.1,0
S42635,Male,IT,69,69,80,7.77,0,7.6,0
S42636,Male,AI,91,77,56,8.59,1,6.6,0
S42637,Male,IT,72,89,99,7.59,0,6.6,0
S42638,Female,Computer,54,53,35,6.02,2,2.0,1
S42639,Male,AI,92,86,78,7.51,1,6.3,0
S42640,Female,IT,78,88,60,8.84,0,5.3,0
S42641,Female,AI,84,84,92,9.51,0,7.3,0
S42642,Male,AI,60,51,47,6.63,2,2.1,1
S42643,Male,AI,53,50,70,5.68,2,1.9,1
S42644,Female,IT,91,96,93,9.93,0,5.3,0
S42645,Female,IT,66,79,83,8.79,1,3.6,0
S42646,Male,IT,74,72,73,8.1,1,4.9,0
S42647,Male,Computer,70,41,55,6.29,1,1.1,1
S42648,Female,IT,95,74,97,7.95,0,5.8,0
S42649,Female,Computer,79,59,77,7.01,1,6.9,0
S42650,Male,AI,46,41,41,5.89,1,2.8,1
S42651,Female,IT,63,62,38,5.52,3,2.7,1
S42652,Male,AI,88,68,75,8.3,0,5.1,0
S42653,Female,IT,59,53,47,4.82,2,2.8,1
S42654,Male,Computer,95,59,91,8.17,0,7.5,0
S42655,Male,AI,66,71,83,8.7,0,3.9,0
S42656,Male,AI,67,57,97,7.52,0,6.1,0
S42657,Female,IT,74,77,80,8.96,1,3.9,0
S42658,Male,Computer,71,78,64,8.03,1,3.2,0
S42659,Male,AI,91,81,55,8.0,0,7.6,0
S42660,Female,IT,85,79,84,9.64,0,6.1,0
S42661,Male,Computer,47,35,36,6.12,3,1.8,1
S42662,Female,AI,64,61,64,5.78,3,2.0,1
S42663,Male,IT,97,59,66,9.82,1,7.5,0
S42664,Female,AI,63,35,42,5.18,1,2.7,1
S42665,Female,Computer,61,48,45,6.63,1,2.7,1
S42666,Male,AI,63,55,38,5.7,1,3.9,1
S42667,Female,IT,98,67,56,7.3,0,3.9,0
S42668,Female,Computer,95,57,90,7.93,0,5.5,0
S42669,Female,Computer,54,39,46,6.01,2,3.4,1
S42670,Male,IT,75,67,76,6.96,0,3.5,0
S42671,Male,Computer,77,100,91,7.43,0,5.4,0
S42672,Male,AI,83,69,76,7.79,0,4.5,0
S42673,Female,Computer,72,87,100,9.88,0,3.2,0
S42674,Male,IT,78,87,96,9.0,0,4.6,0
S42675,Male,IT,56,37,40,5.26,3,3.7,1
S42676,Female,Computer,75,76,93,7.75,0,5.6,0
S42677,Male,Computer,56,65,48,6.4,1,1.7,1
S42678,Female,Computer,69,72,78,9.38,0,7.9,0
S42679,Female,IT,74,66,67,7.54,1,3.7,0
S42680,Male,Computer,94,81,100,7.64,0,4.8,0
S42681,Female,AI,73,63,100,8.43,0,3.8,0
S42682,Male,AI,50,51,42,5.24,3,1.6,1
S42683,Female,IT,84,89,60,9.34,1,4.2,0
S42684,Female,AI,68,56,85,9.69,0,7.6,0
S42685,Male,Computer,57,36,61,6.44,2,2.4,1
S42686,Female,Computer,45,57,50,5.36,3,3.3,1
S42687,Male,AI,99,56,83,6.54,0,4.2,0
S42688,Female,Computer,55,48,64,5.68,1,3.3,1
S42689,Female,AI,80,59,56,8.6,1,6.2,0
S42690,Female,Computer,100,78,97,7.82,0,6.3,0
S42691,Male,IT,98,60,75,10.0,0,7.9,0
S42692,Male,Computer,77,65,88,9.31,0,4.8,0
S42693,Female,Computer,46,50,62,6.75,3,2.4,1
S42694,Female,IT,68,71,90,8.24,0,6.7,0
S42695,Male,IT,81,80,97,9.25,0,5.7,0
S42696,Female,AI,87,57,55,7.51,1,7.0,0
S42697,Female,AI,81,74,55,9.82,0,6.4,0
S42698,Female,Computer,78,72,55,8.54,0,3.7,0
S42699,Female,Computer,78,99,74,6.55,0,3.7,0
S42700,Female,Computer,67,95,91,8.29,0,4.1,0
S42701,Male,IT,78,66,83,6.9,1,5.6,0
S42702,Male,IT,92,87,96,9.51,1,4.5,0
S42703,Male,AI,91,62,72,7.98,0,3.6,0
S42704,Male,Computer,49,63,44,6.43,1,2.6,1
S42705,Female,AI,78,71,89,7.79,1,5.2,0
S42706,Male,IT,74,78,91,8.05,1,7.2,0
S42707,Male,AI,94,85,88,6.53,0,7.0,0
S42708,Male,IT,68,90,97,8.21,1,7.3,0
S42709,Female,AI,68,79,87,9.3,0,6.6,0
S42710,Female,IT,94,82,85,9.05,0,6.4,0
S42711,Male,Computer,80,69,72,9.76,0,3.7,0
S42712,Female,AI,53,38,39,6.22,2,3.1,1
S42713,Male,AI,82,84,62,7.8,1,3.2,0
S42714,Female,AI,83,68,91,9.97,0,6.9,0
S42715,Male,Computer,82,91,77,9.18,0,7.4,0
S42716,Male,Computer,70,65,93,9.83,1,5.8,0
S42717,Female,Computer,99,94,85,7.77,0,3.5,0
S42718,Female,Computer,96,72,68,8.4,0,3.6,0
S42719,Female,AI,70,63,65,5.51,2,2.7,1
S42720,Female,IT,77,71,55,8.3,0,7.0,0
S42721,Male,AI,59,42,44,6.18,2,2.9,1
S42722,Male,AI,68,63,57,6.58,3,1.6,1
S42723,Female,IT,66,68,64,8.51,0,5.1,0
S42724,Female,IT,77,84,80,9.93,0,4.8,0
S42725,Male,IT,99,77,97,7.86,1,5.3,0
S42726,Female,IT,58,59,54,6.43,1,4.0,1
S42727,Male,AI,100,84,88,8.82,0,5.9,0
S42728,Male,IT,82,100,90,7.92,0,7.3,0
S42729,Female,AI,72,63,55,7.61,0,5.2,0
S42730,Female,AI,84,80,69,7.2,1,5.6,0
S42731,Male,IT,87,78,96,9.25,0,7.0,0
S42732,Male,Computer,84,86,92,8.53,0,5.7,0
S42733,Female,AI,75,86,83,9.13,0,3.5,0
S42734,Female,IT,82,66,69,7.58,0,7.7,0
S42735,Male,Computer,78,97,98,7.63,0,6.8,0
S42736,Female,Computer,69,85,69,9.54,0,5.3,0
S42737,Male,IT,47,53,65,6.51,3,2.5,1
S42738,Female,Computer,83,82,100,7.21,1,6.5,0
S42739,Male,Computer,63,52,63,6.42,3,2.8,1
S42740,Male,AI,82,92,91,7.8,0,7.4,0
S42741,Male,AI,98,94,57,8.52,0,5.8,0
S42742,Female,IT,90,86,64,8.18,0,7.9,0
S42743,Female,AI,68,92,100,7.37,0,7.6,0
S42744,Female,Computer,58,53,63,5.64,2,2.3,1
S42745,Male,Computer,57,40,48,5.28,1,2.3,1
S42746,Male,IT,62,38,48,5.31,3,1.1,1
S42747,Female,Computer,66,84,74,8.64,0,4.2,0
S42748,Male,AI,97,71,75,9.54,0,6.7,0
S42749,Female,AI,83,72,100,8.43,0,6.7,0
S42750,Female,Computer,65,65,57,7.61,0,6.8,0
S42751,Male,AI,94,63,60,8.59,0,6.8,0
S42752,Male,Computer,96,61,70,9.35,0,6.3,0
S42753,Female,Computer,73,87,64,7.98,0,5.9,0
S42754,Male,Computer,53,62,40,6.41,2,3.7,1
S42755,Female,AI,74,83,64,8.4,0,6.2,0
S42756,Male,AI,79,74,87,7.81,0,7.9,0
S42757,Male,Computer,73,94,83,6.53,0,5.3,0
S42758,Male,Computer,67,41,59,5.64,3,3.2,1
S42759,Male,AI,83,66,70,9.87,0,4.8,0
S42760,Female,Computer,53,36,66,5.06,3,2.4,1
S42761,Male,IT,74,91,98,8.71,0,6.2,0
S42762,Male,AI,85,96,77,9.83,0,4.8,0
S42763,Male,Computer,66,58,55,7.1,1,3.4,0
S42764,Male,AI,82,61,95,8.0,1,5.7,0
S42765,Male,AI,84,58,99,9.42,0,3.9,0
S42766,Female,Computer,71,94,84,7.33,0,5.7,0
S42767,Female,AI,89,70,62,8.23,0,3.3,0
S42768,Male,AI,63,44,51,5.54,2,2.2,1
S42769,Male,AI,59,47,66,5.06,1,1.4,1
S42770,Male,IT,67,41,44,5.0,2,3.6,1
S42771,Female,AI,96,88,85,7.1,1,3.3,0
S42772,Female,AI,68,51,56,4.9,1,1.6,1
S42773,Female,Computer,95,87,97,9.66,0,4.0,0
S42774,Male,IT,64,45,43,5.13,2,3.5,1
S42775,Male,IT,66,38,67,5.49,2,2.7,1
S42776,Male,AI,95,86,60,7.43,0,3.6,0
S42777,Male,Computer,70,62,74,9.02,1,5.4,0
S42778,Female,Computer,92,78,69,8.39,0,7.1,0
S42779,Male,AI,67,84,71,8.55,0,6.9,0
S42780,Male,Computer,95,99,65,9.81,0,7.8,0
S42781,Female,AI,82,91,62,9.02,0,5.4,0
S42782,Female,IT,96,70,92,9.59,0,5.8,0
S42783,Female,Computer,88,96,70,8.99,0,4.1,0
S42784,Female,Computer,86,92,79,7.56,0,3.4,0
S42785,Male,Computer,87,70,80,6.89,0,3.8,0
S42786,Male,IT,89,93,65,6.68,0,5.6,0
S42787,Male,Computer,94,55,78,7.32,0,6.7,0
S42788,Female,AI,89,94,58,8.03,0,5.2,0
S42789,Female,IT,73,69,71,7.33,0,3.0,0
S42790,Male,AI,77,87,58,8.81,0,7.4,0
S42791,Female,AI,74,98,64,7.46,0,5.2,0
S42792,Female,AI,76,67,76,7.17,0,4.1,0
S42793,Female,IT,74,80,85,9.57,0,7.5,0
S42794,Male,AI,68,40,60,6.6,3,3.6,1
S42795,Male,Computer,97,72,93,8.59,0,3.4,0
S42796,Male,IT,89,80,88,7.5,1,4.8,0
S42797,Male,IT,64,37,70,5.74,1,2.7,1
S42798,Female,AI,66,64,91,8.22,0,4.1,0
S42799,Female,AI,58,36,62,5.19,2,1.6,1
S42800,Female,IT,79,93,64,7.0,0,5.5,0
S42801,Female,IT,68,83,82,9.67,0,4.0,0
S42802,Male,AI,76,59,92,7.76,0,5.4,0
S42803,Female,IT,67,58,48,6.66,3,1.6,1
S42804,Male,IT,57,51,48,5.01,1,2.5,1
S42805,Male,IT,92,94,78,8.45,0,6.7,0
S42806,Female,IT,89,81,60,9.77,0,3.4,0
S42807,Male,IT,49,47,67,5.24,3,4.0,1
S42808,Male,AI,74,69,67,7.88,1,4.1,0
S42809,Female,AI,100,63,61,7.1,1,4.8,0
S42810,Male,Computer,99,61,64,8.26,0,4.3,0
S42811,Male,Computer,77,89,96,7.65,1,3.6,0
S42812,Female,IT,87,83,83,7.81,0,7.3,0
S42813,Female,IT,73,62,98,7.39,1,5.5,0
S42814,Female,IT,53,44,38,6.28,1,1.7,1
S42815,Female,Computer,66,49,60,5.31,1,1.8,1
S42816,Male,Computer,79,77,94,6.67,1,3.0,0
S42817,Male,IT,100,94,89,7.13,0,5.2,0
S42818,Female,IT,46,38,63,6.15,1,3.4,1
S42819,Female,Computer,76,85,65,7.62,0,3.7,0
S42820,Female,Computer,81,58,57,8.7,1,4.1,0
S42821,Male,IT,60,42,61,6.07,3,2.5,1
S42822,Female,Computer,70,85,78,8.9,0,5.0,0
S42823,Female,AI,100,81,92,6.67,1,3.2,0
S42824,Male,IT,65,58,79,9.8,0,6.0,0
S42825,Male,AI,66,91,99,8.71,0,5.7,0
S42826,Female,AI,91,66,58,8.27,0,7.6,0
S42827,Female,AI,59,43,66,6.21,2,2.0,1
S42828,Male,AI,76,82,83,9.9,0,3.3,0
S42829,Male,AI,59,36,65,5.41,3,3.2,1
S42830,Female,AI,92,71,83,8.49,0,6.2,0
S42831,Male,AI,100,98,73,9.87,0,5.1,0
S42832,Male,IT,69,49,67,6.52,3,1.9,1
S42833,Female,AI,67,69,97,9.61,1,4.3,0
S42834,Female,AI,86,77,82,6.7,0,3.7,0
S42835,Female,IT,89,96,95,9.2,0,4.7,0
S42836,Female,Computer,66,54,46,6.44,3,2.9,1
S42837,Male,AI,65,97,82,8.56,0,4.9,0
S42838,Female,IT,97,78,60,6.52,0,7.1,0
S42839,Female,IT,86,92,74,7.25,0,7.4,0
S42840,Female,Computer,60,58,44,5.59,3,1.2,1
S42841,Female,Computer,66,83,95,8.88,0,3.2,0
S42842,Female,Computer,78,89,86,8.35,0,3.8,0
S42843,Female,Computer,97,66,79,8.22,0,3.8,0
S42844,Female,AI,77,81,59,9.47,0,7.4,0
S42845,Male,Computer,82,61,85,9.61,0,3.1,0
S42846,Female,IT,94,69,90,9.46,0,5.3,0
S42847,Male,Computer,84,96,72,6.85,0,3.2,0
S42848,Male,AI,45,64,62,6.72,2,2.6,1
S42849,Male,AI,86,57,96,7.42,0,7.0,0
S42850,Female,IT,90,63,77,9.62,0,4.0,0
S42851,Male,IT,46,45,60,6.2,2,3.4,1
S42852,Female,IT,70,62,98,8.2,0,7.9,0
S42853,Male,IT,92,82,77,8.25,0,5.9,0
S42854,Male,Computer,70,89,94,8.47,0,5.0,0
S42855,Female,Computer,93,61,57,9.98,1,5.7,0
S42856,Female,AI,83,81,94,8.57,0,7.2,0
S42857,Male,AI,69,75,81,9.06,1,6.1,0
S42858,Male,AI,100,88,65,8.82,0,7.1,0
S42859,Female,Computer,63,47,46,5.95,3,3.8,1
S42860,Female,Computer,67,81,99,9.47,0,5.9,0
S42861,Male,IT,73,85,70,9.09,0,7.9,0
S42862,Male,AI,70,43,49,5.81,3,1.3,1
S42863,Male,AI,83,78,77,8.07,1,6.5,0
S42864,Male,AI,87,58,74,6.55,0,6.9,0
S42865,Female,IT,66,71,91,7.4,0,3.4,0
S42866,Male,AI,92,67,86,9.7,1,3.5,0
S42867,Female,Computer,99,64,98,7.8,1,6.1,0
S42868,Female,Computer,91,99,63,9.22,0,5.6,0
S42869,Male,Computer,86,69,73,8.15,1,7.9,0
S42870,Male,AI,80,59,74,8.6,0,6.0,0
S42871,Female,IT,95,78,79,9.99,0,4.7,0
S42872,Male,IT,79,71,84,9.82,0,3.8,0
S42873,Male,IT,66,57,54,4.9,2,3.8,1
S42874,Male,Computer,69,97,56,8.78,0,5.2,0
S42875,Female,IT,91,58,61,9.8,0,4.7,0
S42876,Male,AI,90,79,92,6.61,0,7.4,0
S42877,Male,IT,94,91,84,8.46,0,4.8,0
S42878,Male,IT,73,71,58,7.58,0,6.8,0
S42879,Female,AI,90,75,85,8.44,0,4.1,0
S42880,Female,Computer,72,90,76,6.79,0,7.4,0
S42881,Female,Computer,93,95,86,6.5,0,4.8,0
S42882,Female,Computer,60,53,40,5.2,2,3.0,1
S42883,Male,Computer,67,95,84,9.6,0,6.2,0
S42884,Female,IT,74,92,93,8.32,0,6.5,0
S42885,Female,AI,78,87,62,6.78,0,4.0,0
S42886,Female,IT,60,49,36,6.41,3,1.3,1
S42887,Female,IT,90,87,83,7.34,1,3.5,0
S42888,Male,AI,96,99,96,6.94,1,3.7,0
S42889,Female,AI,67,67,99,9.35,0,3.0,0
S42890,Female,AI,56,62,43,6.77,2,1.4,1
S42891,Female,AI,92,62,62,7.86,0,5.0,0
S42892,Female,IT,78,88,68,9.03,0,5.9,0
S42893,Male,IT,88,70,57,8.31,0,3.4,0
S42894,Male,IT,48,39,61,5.44,2,2.4,1
S42895,Female,AI,84,58,71,7.51,1,3.8,0
S42896,Female,IT,92,96,61,9.65,1,3.2,0
S42897,Male,AI,100,82,92,9.92,1,6.7,0
S42898,Female,Computer,84,78,95,7.47,0,3.3,0
S42899,Male,AI,96,97,73,6.69,0,4.4,0
S42900,Male,Computer,87,57,91,9.99,1,3.7,0
S42901,Male,Computer,89,56,90,9.99,0,5.2,0
S42902,Female,AI,85,62,57,9.8,1,6.1,0
S42903,Female,IT,74,62,96,9.59,0,6.6,0
S42904,Female,IT,48,51,52,5.25,3,3.4,1
S42905,Male,AI,65,69,57,6.82,0,6.3,0
S42906,Female,AI,67,56,68,6.71,3,2.0,1
S42907,Female,IT,56,41,39,5.12,1,1.5,1
S42908,Male,Computer,56,45,50,6.02,3,3.0,1
S42909,Male,AI,60,48,37,5.73,3,3.5,1
S42910,Male,Computer,76,100,92,6.96,0,8.0,0
S42911,Female,Computer,86,90,74,8.12,1,5.3,0
S42912,Male,AI,77,94,85,8.5,0,7.9,0
S42913,Female,Computer,58,63,38,5.98,2,2.1,1
S42914,Male,AI,86,69,71,8.62,1,4.3,0
S42915,Male,AI,99,84,59,9.05,0,5.0,0
S42916,Female,IT,71,84,76,7.14,0,5.9,0
S42917,Female,Computer,89,77,67,7.82,0,6.9,0
S42918,Female,Computer,48,59,63,5.69,2,2.3,1
S42919,Female,AI,97,97,81,7.16,0,6.7,0
S42920,Male,AI,96,74,89,7.25,0,7.9,0
S42921,Female,AI,76,98,98,6.7,0,3.1,0
S42922,Male,AI,90,55,87,9.75,0,4.0,0
S42923,Male,AI,99,75,57,7.37,0,5.7,0
S42924,Female,IT,55,52,44,5.31,1,3.4,1
S42925,Female,Computer,70,75,68,6.88,0,5.6,0
S42926,Male,Computer,87,58,88,9.11,0,5.6,0
S42927,Male,Computer,85,92,94,7.57,0,3.8,0
S42928,Female,AI,83,59,66,9.34,0,5.1,0
S42929,Male,AI,82,65,95,9.39,0,7.7,0
S42930,Male,AI,89,77,83,7.43,0,6.3,0
S42931,Male,Computer,76,68,80,7.18,0,3.7,0
S42932,Male,IT,91,86,71,9.7,0,7.2,0
S42933,Male,IT,95,97,86,9.48,0,7.0,0
S42934,Male,IT,50,35,57,5.85,1,3.9,1
S42935,Male,AI,68,36,66,6.3,3,3.0,1
S42936,Male,Computer,73,84,65,7.73,0,6.6,0
S42937,Female,Computer,91,78,91,7.38,0,3.8,0
S42938,Male,IT,88,100,65,7.07,1,5.6,0
S42939,Female,Computer,70,56,57,5.62,1,3.0,1
S42940,Male,IT,69,73,78,7.12,0,5.6,0
S42941,Female,IT,81,93,64,8.87,1,7.9,0
S42942,Female,IT,89,71,77,7.06,0,7.8,0
S42943,Female,Computer,88,70,74,7.12,1,6.4,0
S42944,Male,Computer,66,73,69,7.99,0,6.1,0
S42945,Male,IT,71,71,59,7.03,0,4.2,0
S42946,Male,IT,70,64,67,4.86,3,4.0,1
S42947,Male,Computer,80,84,63,6.62,1,7.2,0
S42948,Male,IT,90,93,89,8.25,1,7.5,0
S42949,Female,Computer,71,72,90,9.69,1,7.0,0
S42950,Female,AI,77,73,88,9.65,0,7.9,0
S42951,Male,Computer,89,98,58,8.49,0,5.3,0
S42952,Male,IT,82,88,100,8.06,0,6.2,0
S42953,Female,AI,76,60,95,7.39,0,3.1,0
S42954,Female,Computer,76,92,75,8.07,1,3.7,0
S42955,Female,IT,92,61,94,6.93,1,6.2,0
S42956,Female,AI,97,84,97,8.31,1,6.0,0
S42957,Male,AI,91,66,98,8.72,0,3.8,0
S42958,Male,IT,83,75,95,8.44,0,4.3,0
S42959,Female,Computer,74,75,92,9.4,0,7.4,0
S42960,Male,IT,98,74,90,7.64,0,6.2,0
S42961,Male,IT,81,61,100,8.9,0,6.2,0
S42962,Female,AI,59,63,49,6.12,1,2.0,1
S42963,Male,AI,87,77,93,9.28,1,6.2,0
S42964,Male,Computer,87,75,99,7.18,0,6.0,0
S42965,Female,Computer,64,65,70,6.05,2,2.3,1
S42966,Male,AI,73,76,60,8.01,0,3.1,0
S42967,Male,AI,89,89,76,9.9,0,4.2,0
S42968,Female,IT,83,83,62,7.49,0,3.6,0
S42969,Female,IT,98,96,59,8.27,0,3.5,0
S42970,Male,IT,96,63,78,9.76,0,4.4,0
S42971,Female,Computer,72,58,90,8.75,0,4.2,0
S42972,Female,AI,66,46,48,6.73,3,1.8,1
S42973,Female,Computer,81,92,62,7.04,0,3.4,0
S42974,Female,IT,58,52,67,6.54,3,1.4,1
S42975,Female,IT,88,91,78,7.09,0,7.4,0
S42976,Female,AI,94,78,89,9.43,0,6.7,0
S42977,Female,Computer,88,56,98,7.08,0,3.7,0
S42978,Male,AI,74,81,88,8.09,1,4.1,0
S42979,Male,Computer,86,62,89,8.18,0,6.8,0
S42980,Male,AI,70,62,97,8.86,0,5.5,0
S42981,Male,IT,69,59,64,9.39,0,7.3,0
S42982,Female,IT,73,57,75,9.81,1,4.8,0
S42983,Female,Computer,71,79,59,9.73,0,5.3,0
S42984,Male,AI,77,74,97,8.51,1,5.7,0
S42985,Male,IT,85,81,68,6.89,0,5.4,0
S42986,Female,AI,58,43,51,5.21,3,1.2,1
S42987,Female,AI,45,35,55,4.87,1,2.8,1
S42988,Female,IT,98,67,64,7.12,0,7.7,0
S42989,Female,AI,57,36,55,6.64,1,1.1,1
S42990,Female,Computer,97,68,92,8.09,0,4.7,0
S42991,Female,Computer,78,61,69,8.42,0,5.3,0
S42992,Female,Computer,86,81,87,7.31,1,3.9,0
S42993,Female,Computer,89,84,73,7.84,0,8.0,0
S42994,Female,IT,71,82,55,7.08,0,3.1,0
S42995,Male,Computer,54,47,48,5.23,2,3.4,1
S42996,Female,AI,67,57,77,7.93,0,3.6,0
S42997,Female,AI,98,65,84,7.36,0,6.2,0
S42998,Female,Computer,96,75,84,9.73,0,6.8,0
S42999,Male,AI,60,50,46,6.04,2,3.9,1
S43000,Male,AI,70,85,61,8.5,0,5.3,0
S43001,Male,IT,61,37,37,5.63,2,3.8,1
S43002,Male,AI,67,80,81,7.52,1,5.0,0
S43003,Male,AI,97,83,80,8.41,0,4.3,0
S43004,Male,IT,65,57,99,6.82,1,3.0,0
S43005,Female,IT,73,78,83,7.37,0,3.6,0
S43006,Female,AI,78,83,67,8.62,0,7.6,0
S43007,Female,AI,90,95,65,9.13,0,5.3,0
S43008,Male,IT,88,99,57,8.27,0,3.1,0
S43009,Female,Computer,84,90,87,6.7,0,6.5,0
S43010,Male,IT,48,63,35,5.11,3,4.0,1
S43011,Female,AI,75,71,83,7.13,0,5.5,0
S43012,Female,IT,57,56,42,5.28,2,2.0,1
S43013,Female,Computer,45,60,50,5.59,3,3.6,1
S43014,Female,AI,54,44,57,5.14,2,1.2,1
S43015,Male,IT,66,81,55,6.63,0,5.3,0
S43016,Female,AI,98,100,77,8.17,0,4.1,0
S43017,Female,IT,83,85,55,9.65,0,7.3,0
S43018,Male,IT,99,73,94,7.52,0,4.9,0
S43019,Female,Computer,84,74,71,6.62,0,3.9,0
S43020,Female,AI,93,99,89,8.62,1,4.6,0
S43021,Male,IT,52,57,70,6.12,3,2.0,1
S43022,Female,AI,84,70,77,6.99,0,3.7,0
S43023,Male,Computer,53,50,40,6.02,3,3.5,1
S43024,Female,Computer,92,55,63,6.71,1,4.8,0
S43025,Male,AI,100,84,69,9.7,0,6.8,0
S43026,Female,IT,84,60,59,7.27,1,4.0,0
S43027,Female,AI,73,90,64,7.09,1,7.1,0
S43028,Female,Computer,66,92,92,7.82,0,4.4,0
S43029,Male,AI,55,50,60,5.56,3,1.7,1
S43030,Female,Computer,78,82,98,7.34,0,6.0,0
S43031,Female,IT,93,74,74,8.9,1,4.4,0
S43032,Male,IT,100,62,64,8.22,0,4.8,0
S43033,Female,Computer,90,85,59,8.36,0,3.1,0
S43034,Female,IT,70,73,73,7.01,1,5.7,0
S43035,Male,IT,58,52,50,6.36,1,1.0,1
S43036,Male,AI,67,74,77,8.44,0,7.2,0
S43037,Female,IT,78,75,91,8.6,0,7.9,0
S43038,Female,AI,96,62,63,8.49,0,3.5,0
S43039,Male,Computer,54,65,60,6.43,3,2.0,1
S43040,Male,AI,84,62,56,6.66,0,5.3,0
S43041,Male,Computer,92,57,59,9.8,0,5.8,0
S43042,Female,AI,88,87,61,6.94,0,5.0,0
S43043,Male,Computer,71,81,62,7.21,0,5.9,0
S43044,Male,AI,72,67,77,7.83,1,4.7,0
S43045,Male,IT,67,63,48,6.44,3,3.4,1
S43046,Male,Computer,65,64,47,5.09,3,2.4,1
S43047,Male,IT,65,52,64,6.45,2,3.7,1
S43048,Female,AI,95,72,79,9.26,0,6.7,0
S43049,Female,Computer,47,48,64,6.17,2,3.0,1
S43050,Male,AI,93,59,84,8.74,0,6.1,0
S43051,Female,IT,79,77,56,7.95,0,5.5,0
S43052,Male,Computer,69,93,57,8.07,0,6.6,0
S43053,Male,IT,79,78,88,9.49,0,4.6,0
S43054,Female,IT,74,66,72,6.54,0,7.9,0
S43055,Male,AI,87,58,80,9.61,0,4.4,0
S43056,Female,AI,93,80,87,8.54,0,3.5,0
